29.050,25.904
85.864,19.166
70.631,32.309
97.739,0.799
67.370,0.332
6.055,30.884
2.735,4.648
92.054,76.559
56.952,11.940
19.077,51.009
22.188,55.623
91.624,68.986
29.538,38.534
7.556,15.031
29.344,95.284
77.145,17.626
6.153,28.526
49.731,49.472
76.236,92.259
33.414,87.136
75.530,85.897
76.730,99.310
4.133,96.945
48.231,37.876
74.965,87.973
98.845,32.009
77.668,89.799
94.483,36.201
87.174,27.315
11.974,41.529
8.579,3.879
96.176,17.967
93.957,43.056
92.846,54.920
99.146,9.674
76.800,44.850
35.394,3.985
75.729,26.173
25.124,87.353
39.623,11.760
39.958,6.419
9.044,74.214
74.415,34.184
57.873,41.052
48.008,68.687
81.737,59.332
15.342,86.043
31.700,17.437
51.826,81.283
52.271,5.473
44.208,96.261
40.607,49.404
20.595,77.482
98.358,55.237
21.103,51.787
19.020,26.915
44.033,74.736
44.783,42.874
19.389,60.933
90.073,33.522
30.648,28.217
92.010,50.410
73.802,5.180
1.219,73.971
80.573,44.537
66.145,92.407
81.407,58.274
24.895,10.119
10.819,81.857
11.603,1.206
76.418,62.659
58.193,1.227
72.093,95.625
80.454,52.723
50.049,30.543
63.641,35.437
25.673,4.833
82.129,29.103
27.134,36.703
86.607,64.947
87.035,13.341
80.369,29.269
36.015,42.864
22.500,81.984
11.438,47.145
54.564,32.240
60.752,21.343
98.865,85.122
77.044,29.079
91.352,46.439
11.415,18.248
29.742,31.731
41.510,37.260
74.739,44.019
2.828,44.467
6.830,17.385
72.977,63.440
50.034,66.561
73.933,20.715
15.832,26.713
11.607,14.021
99.698,68.118
93.676,78.003
48.445,1.678
14.122,63.321
25.375,65.233
9.809,27.475
38.588,80.449
89.287,11.329
59.261,89.303
82.628,97.105
46.054,13.412
85.998,7.085
54.241,79.350
26.749,96.409
18.693,95.589
2.099,23.635
50.912,99.989
40.742,7.376
77.933,98.857
69.170,13.294
88.695,36.834
72.472,82.901
54.966,85.845
31.192,87.301
35.626,16.074
8.064,21.093
41.125,39.203
19.449,8.755
13.027,98.945
85.732,90.644
2.254,15.358
39.916,70.162
1.604,41.117
2.296,22.647
83.426,74.137
30.725,50.350
5.686,89.954
84.886,92.589
71.982,39.044
22.945,99.319
64.297,90.778
26.911,11.159
63.420,96.122
7.901,80.103
79.420,22.434
95.379,52.447
79.976,49.724
21.264,60.287
73.693,96.978
20.224,93.221
47.228,37.434
30.473,11.623
43.890,15.471
83.958,6.206
45.293,3.462
26.772,21.129
6.392,22.928
24.747,79.640
70.452,71.957
25.463,63.015
53.236,19.406
89.544,89.709
33.100,98.625
77.255,23.589
89.775,51.679
53.704,59.889
31.814,72.728
78.839,54.067
38.388,89.339
3.239,12.022
37.678,81.519
78.139,42.696
85.246,64.987
61.087,63.034
41.226,52.844
51.778,53.533
14.956,79.559
10.288,29.123
82.501,45.171
12.618,73.353
14.676,21.741
21.188,44.659
17.241,80.987
42.959,32.156
97.619,99.485
67.976,93.235
79.557,77.647
72.970,29.920
12.194,11.085
80.777,59.492
97.528,90.514
27.766,21.583
56.057,16.973
79.680,63.758
3.862,39.245
17.591,99.966
21.402,69.661
31.318,72.123
82.761,53.296
39.548,74.014
81.348,15.452
68.885,61.829
10.993,56.545
36.019,10.080
25.261,56.839
53.645,92.820
7.848,29.829
8.721,24.831
80.351,49.295
2.235,66.937
59.829,91.377
14.462,50.871
77.918,39.502
65.861,76.263
2.405,71.653
44.735,84.532
39.803,27.934
90.164,95.169
37.625,41.506
77.038,67.085
44.005,29.216
99.280,10.640
47.731,29.413
98.616,88.725
25.907,49.777
19.097,81.097
98.379,48.210
26.991,1.823
39.558,67.070
5.321,8.663
93.930,40.042
47.285,42.100
84.734,53.760
13.692,38.844
46.246,94.179
83.173,71.067
45.791,71.922
13.334,10.825
7.092,4.123
70.303,87.629
29.013,82.426
59.372,44.389
22.006,32.909
72.453,87.270
65.625,96.279
55.677,22.014
93.764,21.160
89.870,95.667
66.722,18.768
80.778,82.685
12.224,71.553
0.979,22.340
13.748,39.629
75.627,82.775
74.350,56.318
69.621,3.715
35.660,98.091
25.803,54.045
69.952,24.585
87.427,29.452
77.809,7.695
53.904,67.759
55.097,36.960
48.236,71.239
38.798,76.303
66.861,99.255
37.991,1.864
28.214,2.249
84.089,92.504
54.142,48.347
13.027,1.917
10.964,11.398
52.820,0.947
52.256,97.797
67.877,82.611
29.300,37.781
95.876,4.850
53.214,33.349
19.481,11.286
11.290,59.538
42.837,5.016
62.251,73.348
4.716,16.059
39.683,85.872
6.841,39.086
9.502,39.960
48.086,63.919
59.674,78.136
86.828,71.727
76.008,6.801
53.518,44.148
62.115,14.235
67.356,46.223
81.987,69.112
63.538,40.514
96.109,52.819
78.791,3.164
81.608,84.079
20.193,55.066
46.823,53.929
24.952,18.458
42.299,64.607
80.321,72.537
43.226,94.569
38.405,49.228
91.565,77.473
99.687,30.285
64.007,76.354
26.140,48.323
24.511,0.257
45.499,22.833
12.676,5.274
76.943,37.613
15.499,81.332
26.225,25.996
70.786,10.365
86.179,84.146
51.687,59.123
74.889,44.242
50.310,40.769
31.352,21.298
74.001,34.670
34.433,11.826
16.329,50.522
84.605,39.424
8.253,14.824
0.344,54.287
61.831,1.508
27.664,16.973
63.973,25.112
23.804,78.370
59.184,80.879
46.100,88.710
52.781,77.036
10.636,18.767
28.242,67.053
0.484,46.751
78.418,2.902
49.422,20.629
71.790,20.820
42.902,14.243
44.590,97.706
15.723,66.165
5.426,14.664
12.811,8.415
33.495,21.883
29.772,97.165
77.869,81.141
24.780,49.001
86.805,95.090
64.849,49.761
85.432,96.741
3.955,53.153
42.304,10.507
75.420,60.002
77.920,13.884
90.882,27.431
68.527,73.392
94.928,53.113
28.083,36.180
60.293,44.239
66.711,79.974
23.259,44.351
47.735,26.275
4.681,80.438
67.024,88.585
58.679,59.512
76.443,39.725
60.316,60.444
98.207,6.900
2.984,2.409
64.769,31.307
12.904,39.094
30.568,21.528
15.112,15.994
61.428,19.593
1.103,61.799
16.907,55.368
30.335,52.138
46.907,47.251
90.307,58.015
2.090,77.998
73.452,64.351
33.060,65.276
75.654,14.036
20.647,11.061
51.574,16.886
48.873,40.136
69.870,25.418
58.482,50.383
20.184,35.379
72.070,68.710
76.539,74.760
93.389,44.065
26.234,14.844
79.199,87.893
82.330,19.954
92.002,99.280
25.248,63.051
5.936,96.287
66.430,12.170
32.092,53.196
14.347,67.750
62.606,81.365
66.030,53.131
6.354,33.826
8.998,29.072
41.553,10.932
85.186,88.713
8.939,22.464
24.165,60.984
7.585,20.912
89.341,4.231
13.517,7.432
53.295,96.098
80.037,66.005
89.781,74.906
39.109,18.045
9.582,65.812
8.446,58.269
47.635,11.932
45.266,92.048
58.778,12.344
27.743,31.671
76.684,31.276
71.903,7.186
41.176,17.464
29.127,89.224
51.450,0.405
65.315,70.378
59.210,60.489
40.197,77.533
88.385,40.510
82.493,69.890
37.007,86.797
16.271,72.906
44.794,49.631
49.687,77.584
76.203,34.160
35.517,44.329
2.239,74.224
52.264,24.826
12.022,71.427
20.067,63.743
10.540,13.488
67.027,24.343
37.036,82.807
13.034,63.289
27.098,90.129
34.546,5.213
17.011,78.313
27.320,24.204
3.712,8.065
6.446,35.498
38.393,85.084
83.284,16.553
37.301,53.155
11.369,92.411
52.964,50.154
63.910,37.832
69.722,93.101
11.674,88.006
20.463,86.071
55.077,86.922
9.039,8.904
73.774,37.643
86.111,56.771
3.988,47.912
78.624,0.456
97.409,1.286
16.204,25.872
38.038,45.425
69.700,96.816
50.584,27.415
65.570,14.057
16.615,95.122
39.661,5.651
8.693,36.649
78.902,80.494
1.332,28.084
59.108,91.708
93.717,96.157
84.104,62.589
34.313,93.962
43.235,81.749
98.256,90.134
88.424,66.857
45.252,39.826
29.096,73.786
50.404,38.768
31.117,49.899
93.187,12.435
63.819,36.639
51.171,2.685
2.022,65.304
92.869,2.406
3.358,74.328
42.561,54.866
61.751,52.845
86.667,83.953
6.102,65.150
98.650,35.301
50.055,21.723
72.201,39.416
79.416,8.058
36.357,57.657
97.841,52.519
87.314,66.527
37.987,15.818
89.488,73.382
56.390,20.124
97.292,91.201
45.897,38.476
42.989,16.560
13.177,44.938
84.428,4.200
93.772,81.794
69.280,10.077
30.378,96.964
34.181,8.407
68.817,31.737
35.327,80.303
99.064,46.814
8.922,80.790
93.701,38.410
0.395,82.497
8.152,4.623
40.258,79.865
22.447,40.304
11.140,77.012
12.381,5.376
1.600,15.287
58.356,56.900
65.669,93.382
11.097,96.863
2.647,4.594
46.579,56.927
44.763,60.894
6.299,63.306
5.603,91.746
44.460,95.183
29.292,87.557
13.855,95.757
53.581,80.816
1.954,3.634
15.750,13.454
91.393,69.790
90.991,44.563
65.603,6.547
65.570,8.325
98.782,53.393
59.139,13.316
7.164,24.227
95.673,68.745
38.990,75.810
42.387,74.638
53.259,10.761
39.693,65.623
47.222,84.010
18.174,26.688
20.867,37.173
33.068,91.813
91.728,58.171
47.032,45.816
11.140,72.814
51.337,86.457
69.587,6.826
93.179,19.505
66.081,31.283
59.159,44.316
18.087,33.556
58.662,96.626
70.027,82.696
19.928,57.106
89.180,86.402
47.284,13.700
48.620,65.837
70.425,98.784
72.396,50.107
32.417,15.202
45.574,7.229
60.829,30.253
9.606,67.182
35.340,27.259
21.926,69.351
77.096,74.126
4.412,9.622
66.310,22.896
23.164,19.237
40.098,35.024
97.114,3.904
90.912,64.255
14.999,20.273
47.574,4.993
11.406,42.422
30.934,76.917
47.780,75.139
81.770,47.638
62.409,65.217
68.271,16.519
66.148,71.817
88.219,39.082
26.629,26.129
93.809,20.172
21.269,92.689
71.628,98.941
10.338,1.140
24.677,23.429
80.799,92.523
27.118,87.357
13.315,66.127
56.650,7.547
22.225,83.378
91.768,0.657
78.434,54.830
20.113,17.398
45.628,10.267
17.616,65.699
99.146,18.090
66.163,68.108
40.010,42.657
39.582,78.607
61.153,19.297
57.285,74.673
84.963,70.602
52.593,1.392
91.313,0.886
47.432,85.422
44.794,82.559
64.588,59.537
57.221,99.224
94.839,21.607
63.411,6.116
51.575,33.942
39.334,54.530
22.635,98.035
20.558,0.079
55.880,47.903
61.529,43.682
59.628,74.219
11.685,74.520
56.143,13.084
89.574,52.239
43.533,36.332
46.393,56.337
58.810,86.073
44.330,84.667
89.722,64.003
94.408,57.397
64.595,10.673
33.253,39.311
24.833,30.537
8.236,0.417
90.034,5.495
39.693,34.559
75.044,27.754
25.659,1.597
53.589,67.129
96.693,14.749
88.505,9.068
5.823,10.498
15.141,56.183
28.273,93.168
46.680,58.830
43.894,82.319
83.196,0.187
4.012,17.577
41.283,83.947
36.837,32.087
7.544,1.070
38.325,51.646
41.471,63.329
94.639,93.193
61.969,38.174
39.276,86.085
43.530,97.944
59.805,5.938
50.237,69.278
97.667,67.124
45.160,11.222
8.627,84.150
85.931,82.952
37.028,35.148
94.712,28.412
15.572,63.242
15.496,99.292
46.063,84.708
50.056,61.603
65.579,97.200
20.002,22.245
88.214,94.266
58.216,46.227
34.602,68.459
77.410,98.687
24.857,94.546
25.376,54.538
3.815,35.944
62.496,78.137
34.025,55.595
22.502,36.032
57.599,97.135
63.892,43.804
26.352,78.680
20.465,0.346
83.834,48.155
36.120,54.079
97.969,30.151
60.186,46.796
62.584,76.450
76.067,29.572
27.267,45.994
59.072,34.278
10.067,74.335
79.564,68.840
92.086,17.966
99.200,16.328
50.356,51.975
72.602,88.078
29.647,68.395
90.282,29.180
12.982,53.618
88.649,72.083
46.785,31.186
77.954,5.497
8.834,80.574
36.821,36.930
67.851,71.041
67.244,21.735
83.733,28.452
58.410,21.546
53.895,31.034
67.418,39.389
9.270,4.568
6.481,11.892
15.386,92.300
98.874,50.920
8.698,30.923
24.329,53.706
29.042,89.765
54.619,7.946
90.904,34.610
0.200,2.982
81.110,33.888
87.732,93.919
38.383,92.130
47.292,70.403
82.211,89.827
12.878,22.836
30.093,19.229
25.310,72.897
73.932,71.216
59.892,69.806
8.588,48.688
97.405,60.114
37.198,88.947
34.891,23.710
47.017,55.931
40.444,49.980
69.816,16.668
73.591,94.327
65.611,92.117
77.375,30.347
47.118,91.901
7.128,79.672
21.635,77.317
97.241,72.599
92.299,99.521
86.636,81.968
26.439,55.971
79.448,85.823
16.315,85.276
57.750,50.815
29.591,83.473
20.433,92.411
6.582,24.248
98.094,26.937
19.166,42.359
10.578,2.516
12.977,44.186
88.152,32.215
75.837,92.808
21.063,13.779
6.143,53.899
76.369,3.943
50.121,61.825
60.215,20.632
58.050,21.307
67.947,93.314
26.158,61.100
4.141,10.741
88.830,24.581
36.772,11.298
18.332,45.571
48.251,67.698
61.493,28.452
66.788,31.943
28.170,64.610
94.469,38.042
55.241,3.922
95.413,63.770
22.224,74.407
14.101,7.479
73.606,62.088
19.497,31.592
3.974,89.624
9.110,13.340
33.910,10.706
51.839,84.876
55.053,12.303
64.171,54.105
46.755,61.810
0.679,43.332
92.152,75.368
91.387,26.941
64.905,22.324
25.286,13.179
40.113,60.337
23.230,1.929
67.735,92.228
52.925,83.511
63.402,52.483
8.932,38.165
61.947,99.198
29.840,87.818
96.146,33.744
91.900,43.815
48.757,98.255
75.373,70.490
65.492,24.570
99.336,20.623
75.710,29.195
16.214,90.797
94.925,92.694
40.450,99.009
59.700,34.325
39.935,78.809
33.437,42.135
23.368,27.332
17.496,33.950
66.752,42.294
9.135,0.048
62.657,55.049
98.431,15.098
96.078,71.592
79.761,89.829
64.949,84.867
77.724,27.959
31.467,97.522
92.488,91.025
46.230,89.064
91.404,8.671
92.397,73.117
85.015,46.311
94.486,65.020
25.236,75.160
79.422,65.566
9.863,48.127
96.329,12.789
69.512,26.547
30.544,83.471
58.392,86.951
81.950,70.264
10.025,77.648
86.491,28.857
26.676,79.073
8.754,94.693
19.020,59.074
4.421,35.388
73.314,10.120
93.705,42.062
42.492,14.934
50.703,8.209
46.880,3.061
50.215,32.041
66.529,4.390
6.465,88.744
79.149,80.975
33.601,44.372
46.453,64.954
31.298,0.989
45.108,55.534
29.386,41.910
23.362,45.406
13.027,18.867
16.770,14.319
78.440,83.402
97.386,48.103
29.849,14.083
20.397,42.742
82.347,51.720
6.848,53.755
18.301,92.185
91.312,9.840
67.353,68.151
7.110,8.548
89.767,55.087
43.620,38.832
36.841,73.823
94.863,27.451
39.993,13.285
54.900,9.772
11.644,13.588
58.037,47.380
3.962,25.438
67.905,68.103
70.143,25.192
43.666,60.842
4.652,49.837
56.045,57.141
26.802,40.908
73.167,30.467
83.192,93.148
8.888,19.476
5.281,39.926
14.944,91.249
49.321,65.583
6.434,34.476
33.190,42.358
29.679,21.339
50.765,19.992
18.628,25.178
25.522,14.031
85.656,10.919
25.870,40.432
62.757,40.578
96.759,47.924
38.021,34.266
27.019,98.364
72.223,39.952
62.703,78.400
52.623,56.862
41.911,33.071
6.212,32.486
62.100,31.600
94.798,81.575
22.605,46.444
69.575,37.018
22.998,53.127
90.492,71.634
59.706,54.347
81.666,1.918
21.621,28.561
49.262,6.039
93.018,49.022
34.144,21.041
65.718,90.844
86.195,56.485
29.202,16.701
61.246,31.015
69.597,18.976
27.030,18.738
31.049,56.821
71.873,20.643
80.509,58.297
15.631,83.478
11.819,23.889
25.637,73.068
63.058,74.875
89.647,7.353
33.154,81.006
57.854,36.038
92.052,59.821
12.504,60.298
80.598,24.008
91.422,97.989
48.843,16.340
38.788,64.214
6.345,17.983
97.313,29.828
12.856,29.216
75.330,18.949
8.003,77.583
31.588,38.661
20.167,77.189
18.382,8.880
58.216,56.613
25.054,65.614
91.576,26.531
7.395,40.647
82.716,31.012
42.386,93.249
11.262,58.799
34.319,26.128
20.479,36.029
91.113,57.716
57.177,23.083
75.087,2.143
18.843,54.137
51.130,22.101
55.336,97.475
13.789,89.781
69.856,45.368
99.637,71.661
62.098,30.249
55.004,34.771
15.569,45.271
26.029,55.514
69.899,47.146
70.611,15.989
